Ward,Precinct,RAHM EMANUEL,WILLIE WILSON,ROBERT W. FIORETTI,"JESUS ""CHUY"" GARCIA",WILLIAM WALLS III,Votes Cast
21.0,25.0,94.0,61.0,10.0,67.0,22.0,254.0
21.0,26.0,98.0,53.0,13.0,48.0,10.0,222.0
21.0,27.0,108.0,55.0,13.0,73.0,15.0,264.0
21.0,28.0,124.0,91.0,7.0,61.0,23.0,306.0
21.0,29.0,97.0,61.0,12.0,72.0,22.0,264.0
21.0,30.0,89.0,42.0,7.0,36.0,12.0,186.0
21.0,31.0,89.0,45.0,9.0,36.0,15.0,194.0
21.0,32.0,84.0,66.0,13.0,52.0,22.0,237.0
21.0,33.0,108.0,65.0,10.0,41.0,12.0,236.0
21.0,34.0,96.0,54.0,9.0,49.0,27.0,235.0
21.0,35.0,128.0,57.0,8.0,63.0,17.0,273.0
21.0,36.0,127.0,61.0,10.0,60.0,19.0,277.0
21.0,37.0,100.0,56.0,9.0,39.0,21.0,225.0
21.0,38.0,86.0,44.0,9.0,48.0,11.0,198.0
21.0,39.0,89.0,39.0,3.0,37.0,18.0,186.0
21.0,40.0,94.0,40.0,10.0,46.0,17.0,207.0
21.0,41.0,115.0,61.0,9.0,63.0,25.0,273.0
21.0,42.0,119.0,60.0,13.0,74.0,23.0,289.0
21.0,43.0,109.0,59.0,11.0,56.0,18.0,253.0
21.0,44.0,107.0,50.0,12.0,63.0,17.0,249.0
21.0,45.0,103.0,67.0,7.0,59.0,16.0,252.0
21.0,46.0,115.0,54.0,11.0,73.0,19.0,272.0
21.0,47.0,87.0,60.0,8.0,42.0,18.0,215.0
21.0,48.0,109.0,66.0,12.0,51.0,11.0,249.0
21.0,49.0,110.0,66.0,16.0,71.0,13.0,276.0
21.0,50.0,99.0,45.0,6.0,55.0,16.0,221.0
21.0,51.0,125.0,79.0,6.0,51.0,20.0,281.0
21.0,52.0,121.0,60.0,6.0,53.0,20.0,260.0
21.0,53.0,66.0,43.0,5.0,58.0,16.0,188.0
21.0,54.0,84.0,60.0,3.0,37.0,18.0,202.0
22.0,1.0,74.0,37.0,3.0,29.0,9.0,152.0
22.0,2.0,91.0,7.0,30.0,138.0,2.0,268.0
22.0,3.0,35.0,0.0,6.0,223.0,1.0,265.0
22.0,4.0,22.0,0.0,3.0,148.0,1.0,174.0
22.0,5.0,33.0,1.0,5.0,177.0,0.0,216.0
22.0,6.0,33.0,4.0,3.0,203.0,0.0,243.0
22.0,7.0,21.0,1.0,3.0,121.0,1.0,147.0
22.0,8.0,116.0,8.0,20.0,123.0,3.0,270.0
22.0,9.0,17.0,1.0,3.0,160.0,1.0,182.0
22.0,10.0,38.0,6.0,5.0,242.0,1.0,292.0
22.0,11.0,22.0,2.0,3.0,157.0,1.0,185.0
22.0,12.0,78.0,13.0,11.0,124.0,3.0,229.0
22.0,13.0,30.0,2.0,6.0,176.0,0.0,214.0
22.0,14.0,43.0,14.0,4.0,118.0,3.0,182.0
22.0,15.0,25.0,0.0,6.0,128.0,0.0,159.0
22.0,16.0,23.0,1.0,2.0,158.0,0.0,184.0
22.0,17.0,22.0,2.0,4.0,188.0,0.0,216.0
22.0,18.0,30.0,1.0,1.0,148.0,1.0,181.0
22.0,19.0,26.0,29.0,2.0,31.0,2.0,90.0
22.0,20.0,33.0,1.0,2.0,146.0,0.0,182.0
22.0,21.0,99.0,48.0,4.0,108.0,12.0,271.0
22.0,22.0,27.0,2.0,2.0,150.0,2.0,183.0
22.0,23.0,130.0,92.0,2.0,66.0,22.0,312.0
22.0,24.0,26.0,1.0,2.0,232.0,0.0,261.0
22.0,25.0,23.0,2.0,4.0,188.0,3.0,220.0
23.0,1.0,159.0,6.0,67.0,106.0,4.0,342.0
23.0,2.0,119.0,4.0,43.0,102.0,1.0,269.0
23.0,3.0,172.0,10.0,61.0,73.0,1.0,317.0
23.0,4.0,164.0,5.0,57.0,115.0,0.0,341.0
23.0,5.0,72.0,5.0,15.0,103.0,0.0,195.0
23.0,6.0,120.0,4.0,22.0,123.0,0.0,269.0
23.0,7.0,52.0,0.0,15.0,102.0,1.0,170.0
23.0,8.0,130.0,13.0,36.0,126.0,2.0,307.0
23.0,9.0,61.0,4.0,6.0,110.0,0.0,181.0
23.0,10.0,90.0,4.0,24.0,120.0,5.0,243.0
23.0,11.0,53.0,2.0,14.0,150.0,0.0,219.0
23.0,12.0,138.0,11.0,67.0,111.0,5.0,332.0
23.0,13.0,45.0,5.0,6.0,105.0,0.0,161.0
23.0,14.0,126.0,11.0,50.0,82.0,1.0,270.0
23.0,15.0,58.0,11.0,9.0,86.0,1.0,165.0
23.0,16.0,148.0,3.0,63.0,87.0,1.0,302.0
23.0,17.0,26.0,12.0,5.0,84.0,0.0,127.0
23.0,18.0,97.0,2.0,56.0,92.0,2.0,249.0
23.0,19.0,39.0,9.0,7.0,119.0,1.0,175.0
23.0,20.0,37.0,2.0,7.0,83.0,0.0,129.0
23.0,21.0,151.0,10.0,74.0,99.0,0.0,334.0
23.0,22.0,132.0,5.0,39.0,95.0,2.0,273.0
23.0,23.0,128.0,8.0,48.0,89.0,2.0,275.0
23.0,24.0,57.0,10.0,7.0,105.0,0.0,179.0
23.0,25.0,70.0,5.0,25.0,104.0,0.0,204.0
23.0,26.0,115.0,6.0,21.0,126.0,2.0,270.0
23.0,27.0,155.0,4.0,68.0,94.0,1.0,322.0
23.0,28.0,129.0,9.0,57.0,108.0,1.0,304.0
23.0,29.0,115.0,3.0,36.0,89.0,1.0,244.0
23.0,30.0,64.0,5.0,17.0,148.0,0.0,234.0
23.0,31.0,41.0,5.0,12.0,121.0,1.0,180.0
23.0,32.0,68.0,6.0,16.0,141.0,1.0,232.0
23.0,33.0,33.0,7.0,11.0,139.0,0.0,190.0
23.0,34.0,53.0,4.0,9.0,119.0,3.0,188.0
23.0,35.0,90.0,2.0,45.0,83.0,3.0,223.0
23.0,36.0,175.0,2.0,62.0,85.0,1.0,325.0
23.0,37.0,142.0,9.0,56.0,96.0,2.0,305.0
23.0,38.0,124.0,7.0,51.0,82.0,1.0,265.0
23.0,39.0,59.0,1.0,11.0,118.0,3.0,192.0
24.0,1.0,74.0,69.0,6.0,42.0,7.0,198.0
24.0,2.0,60.0,71.0,2.0,42.0,15.0,190.0
24.0,3.0,71.0,45.0,14.0,46.0,10.0,186.0
24.0,4.0,64.0,61.0,6.0,20.0,8.0,159.0
24.0,5.0,39.0,35.0,13.0,36.0,7.0,130.0
24.0,6.0,69.0,68.0,7.0,45.0,15.0,204.0
24.0,7.0,25.0,6.0,5.0,60.0,1.0,97.0
24.0,8.0,49.0,38.0,11.0,37.0,6.0,141.0
24.0,9.0,72.0,46.0,7.0,48.0,7.0,180.0
24.0,10.0,26.0,28.0,4.0,27.0,8.0,93.0
24.0,11.0,72.0,62.0,12.0,52.0,9.0,207.0
24.0,12.0,54.0,39.0,9.0,20.0,2.0,124.0
24.0,13.0,51.0,38.0,5.0,25.0,6.0,125.0
24.0,14.0,61.0,67.0,6.0,38.0,9.0,181.0
24.0,15.0,48.0,35.0,5.0,29.0,7.0,124.0
24.0,16.0,51.0,16.0,4.0,115.0,3.0,189.0
24.0,17.0,48.0,56.0,5.0,29.0,12.0,150.0
24.0,18.0,82.0,81.0,10.0,40.0,18.0,231.0
24.0,19.0,82.0,70.0,6.0,53.0,8.0,219.0
24.0,20.0,71.0,65.0,6.0,32.0,7.0,181.0
24.0,21.0,31.0,39.0,9.0,28.0,7.0,114.0
24.0,22.0,104.0,83.0,10.0,38.0,15.0,250.0
24.0,23.0,69.0,44.0,13.0,44.0,7.0,177.0
24.0,24.0,85.0,84.0,11.0,45.0,13.0,238.0
24.0,25.0,60.0,68.0,10.0,36.0,13.0,187.0
24.0,26.0,124.0,80.0,22.0,53.0,19.0,298.0
24.0,27.0,85.0,57.0,19.0,37.0,7.0,205.0
24.0,28.0,52.0,53.0,4.0,35.0,16.0,160.0
24.0,29.0,65.0,39.0,4.0,38.0,12.0,158.0
24.0,30.0,40.0,35.0,1.0,30.0,4.0,110.0
24.0,31.0,85.0,50.0,5.0,55.0,11.0,206.0
24.0,32.0,50.0,35.0,4.0,25.0,7.0,121.0
24.0,33.0,47.0,30.0,3.0,20.0,4.0,104.0
24.0,34.0,50.0,85.0,4.0,28.0,10.0,177.0
24.0,35.0,79.0,67.0,12.0,33.0,16.0,207.0
24.0,36.0,94.0,68.0,14.0,61.0,11.0,248.0
24.0,37.0,32.0,31.0,2.0,34.0,6.0,105.0
24.0,38.0,51.0,58.0,12.0,53.0,6.0,180.0
24.0,39.0,103.0,58.0,7.0,76.0,8.0,252.0
24.0,40.0,63.0,69.0,6.0,31.0,11.0,180.0
24.0,41.0,63.0,51.0,6.0,27.0,11.0,158.0
25.0,1.0,72.0,2.0,10.0,151.0,1.0,236.0
25.0,2.0,53.0,6.0,9.0,181.0,1.0,250.0
25.0,3.0,105.0,3.0,37.0,56.0,3.0,204.0
25.0,4.0,70.0,37.0,24.0,50.0,7.0,188.0
25.0,5.0,60.0,2.0,17.0,161.0,1.0,241.0
25.0,6.0,57.0,6.0,6.0,30.0,2.0,101.0
25.0,7.0,46.0,3.0,7.0,204.0,1.0,261.0
25.0,8.0,46.0,5.0,11.0,203.0,1.0,266.0
25.0,9.0,51.0,3.0,9.0,213.0,1.0,277.0
25.0,10.0,122.0,2.0,22.0,30.0,1.0,177.0
25.0,11.0,61.0,4.0,7.0,208.0,3.0,283.0
25.0,12.0,56.0,2.0,4.0,187.0,0.0,249.0
25.0,13.0,52.0,0.0,1.0,224.0,0.0,277.0
25.0,14.0,127.0,6.0,8.0,33.0,5.0,179.0
25.0,15.0,87.0,2.0,6.0,165.0,1.0,261.0
25.0,16.0,108.0,2.0,25.0,37.0,1.0,173.0
25.0,17.0,84.0,18.0,13.0,184.0,2.0,301.0
25.0,18.0,203.0,17.0,10.0,59.0,2.0,291.0
25.0,19.0,58.0,3.0,6.0,207.0,0.0,274.0
25.0,20.0,71.0,53.0,38.0,22.0,5.0,189.0
25.0,21.0,143.0,9.0,43.0,60.0,2.0,257.0
25.0,22.0,47.0,1.0,3.0,201.0,2.0,254.0
25.0,23.0,61.0,3.0,10.0,224.0,1.0,299.0
25.0,24.0,38.0,1.0,10.0,212.0,2.0,263.0
25.0,25.0,126.0,6.0,32.0,91.0,1.0,256.0
25.0,26.0,51.0,6.0,6.0,204.0,1.0,268.0
25.0,27.0,85.0,2.0,36.0,53.0,1.0,177.0
25.0,28.0,47.0,2.0,5.0,216.0,3.0,273.0
25.0,29.0,104.0,42.0,39.0,49.0,9.0,243.0
25.0,30.0,50.0,2.0,3.0,184.0,2.0,241.0
25.0,31.0,124.0,2.0,21.0,33.0,1.0,181.0
25.0,32.0,68.0,6.0,9.0,155.0,1.0,239.0
26.0,1.0,56.0,3.0,6.0,98.0,1.0,164.0
26.0,2.0,46.0,25.0,7.0,92.0,2.0,172.0
26.0,3.0,62.0,4.0,12.0,90.0,0.0,168.0
26.0,4.0,62.0,16.0,0.0,58.0,4.0,140.0
26.0,5.0,46.0,7.0,3.0,88.0,3.0,147.0
26.0,6.0,58.0,6.0,10.0,89.0,0.0,163.0
26.0,7.0,30.0,4.0,4.0,82.0,1.0,121.0
26.0,8.0,21.0,1.0,4.0,56.0,0.0,82.0
26.0,9.0,55.0,5.0,9.0,90.0,2.0,161.0
26.0,10.0,34.0,9.0,8.0,97.0,2.0,150.0
26.0,11.0,56.0,8.0,5.0,101.0,1.0,171.0
26.0,12.0,57.0,12.0,6.0,88.0,1.0,164.0
26.0,13.0,51.0,2.0,2.0,53.0,1.0,109.0
26.0,14.0,20.0,0.0,5.0,81.0,0.0,106.0
26.0,15.0,28.0,7.0,1.0,41.0,4.0,81.0
26.0,16.0,35.0,5.0,4.0,51.0,2.0,97.0
26.0,17.0,62.0,7.0,24.0,61.0,2.0,156.0
26.0,18.0,55.0,7.0,5.0,82.0,1.0,150.0
26.0,19.0,32.0,14.0,5.0,48.0,1.0,100.0
26.0,20.0,72.0,12.0,6.0,80.0,1.0,171.0
26.0,21.0,59.0,23.0,12.0,107.0,8.0,209.0
26.0,22.0,43.0,2.0,3.0,57.0,2.0,107.0
26.0,23.0,41.0,4.0,3.0,59.0,1.0,108.0
26.0,24.0,65.0,2.0,10.0,83.0,1.0,161.0
26.0,25.0,45.0,8.0,11.0,93.0,1.0,158.0
26.0,26.0,21.0,5.0,5.0,56.0,3.0,90.0
26.0,27.0,76.0,12.0,13.0,79.0,3.0,183.0
26.0,28.0,102.0,4.0,19.0,91.0,2.0,218.0
26.0,29.0,27.0,3.0,2.0,51.0,4.0,87.0
26.0,30.0,40.0,5.0,5.0,77.0,4.0,131.0
26.0,31.0,41.0,6.0,2.0,45.0,2.0,96.0
26.0,32.0,62.0,9.0,25.0,63.0,3.0,162.0
26.0,33.0,58.0,12.0,8.0,84.0,2.0,164.0
26.0,34.0,70.0,9.0,10.0,99.0,2.0,190.0
26.0,35.0,63.0,10.0,8.0,104.0,1.0,186.0
26.0,36.0,44.0,6.0,12.0,86.0,0.0,148.0
26.0,37.0,45.0,2.0,6.0,95.0,0.0,148.0
26.0,38.0,43.0,13.0,2.0,42.0,1.0,101.0
26.0,39.0,51.0,1.0,10.0,100.0,5.0,167.0
26.0,40.0,32.0,4.0,3.0,31.0,2.0,72.0
26.0,41.0,71.0,23.0,11.0,100.0,3.0,208.0
26.0,42.0,39.0,3.0,9.0,86.0,1.0,138.0
26.0,43.0,38.0,1.0,2.0,51.0,0.0,92.0
26.0,44.0,32.0,9.0,3.0,47.0,3.0,94.0
26.0,45.0,27.0,9.0,0.0,26.0,0.0,62.0
26.0,46.0,37.0,3.0,12.0,45.0,1.0,98.0
26.0,47.0,30.0,7.0,5.0,77.0,1.0,120.0
26.0,48.0,40.0,4.0,8.0,97.0,0.0,149.0
26.0,49.0,27.0,5.0,0.0,64.0,2.0,98.0
27.0,1.0,94.0,5.0,12.0,35.0,1.0,147.0
27.0,2.0,138.0,41.0,24.0,54.0,2.0,259.0
27.0,3.0,40.0,37.0,7.0,25.0,6.0,115.0
27.0,4.0,36.0,23.0,19.0,32.0,2.0,112.0
27.0,5.0,68.0,37.0,8.0,37.0,7.0,157.0
27.0,6.0,94.0,24.0,12.0,29.0,6.0,165.0
27.0,7.0,86.0,8.0,17.0,116.0,0.0,227.0
27.0,8.0,72.0,47.0,8.0,32.0,6.0,165.0
27.0,9.0,55.0,9.0,4.0,20.0,4.0,92.0
27.0,10.0,132.0,62.0,27.0,37.0,7.0,265.0
27.0,11.0,93.0,7.0,5.0,37.0,2.0,144.0
27.0,12.0,83.0,4.0,6.0,22.0,1.0,116.0
27.0,13.0,169.0,60.0,11.0,75.0,13.0,328.0
27.0,14.0,31.0,34.0,21.0,13.0,5.0,104.0
27.0,15.0,60.0,48.0,1.0,20.0,3.0,132.0
27.0,16.0,90.0,6.0,13.0,47.0,1.0,157.0
27.0,17.0,76.0,38.0,32.0,51.0,9.0,206.0
27.0,18.0,74.0,42.0,27.0,26.0,7.0,176.0
27.0,19.0,63.0,45.0,7.0,26.0,1.0,142.0
27.0,20.0,67.0,34.0,8.0,25.0,7.0,141.0
27.0,21.0,118.0,6.0,9.0,26.0,2.0,161.0
27.0,22.0,51.0,39.0,1.0,29.0,6.0,126.0
27.0,23.0,88.0,56.0,5.0,21.0,4.0,174.0
27.0,24.0,46.0,32.0,4.0,51.0,9.0,142.0
27.0,25.0,57.0,42.0,28.0,46.0,2.0,175.0
27.0,26.0,87.0,44.0,14.0,49.0,10.0,204.0
27.0,27.0,88.0,45.0,18.0,31.0,9.0,191.0
27.0,28.0,58.0,18.0,5.0,30.0,3.0,114.0
27.0,29.0,41.0,40.0,5.0,56.0,8.0,150.0
27.0,30.0,40.0,23.0,34.0,17.0,4.0,118.0
27.0,31.0,58.0,59.0,6.0,31.0,8.0,162.0
27.0,32.0,61.0,30.0,29.0,29.0,10.0,159.0
27.0,33.0,80.0,7.0,14.0,55.0,5.0,161.0
27.0,34.0,114.0,60.0,3.0,29.0,2.0,208.0
27.0,35.0,110.0,2.0,12.0,45.0,3.0,172.0
27.0,36.0,63.0,30.0,11.0,32.0,4.0,140.0
27.0,37.0,175.0,38.0,11.0,37.0,5.0,266.0
27.0,38.0,212.0,37.0,22.0,49.0,23.0,343.0
27.0,39.0,59.0,38.0,25.0,37.0,10.0,169.0
27.0,40.0,104.0,27.0,11.0,82.0,4.0,228.0
27.0,41.0,109.0,68.0,19.0,29.0,9.0,234.0
27.0,42.0,81.0,20.0,8.0,32.0,2.0,143.0
27.0,43.0,58.0,33.0,24.0,39.0,4.0,158.0
27.0,44.0,74.0,47.0,3.0,36.0,11.0,171.0
27.0,45.0,109.0,4.0,24.0,60.0,2.0,199.0
27.0,46.0,106.0,2.0,5.0,22.0,0.0,135.0
27.0,47.0,109.0,37.0,3.0,38.0,14.0,201.0
27.0,48.0,133.0,39.0,9.0,52.0,9.0,242.0
27.0,49.0,49.0,39.0,23.0,20.0,7.0,138.0
27.0,50.0,71.0,42.0,33.0,24.0,8.0,178.0
28.0,1.0,47.0,57.0,5.0,18.0,6.0,133.0
28.0,2.0,55.0,50.0,4.0,42.0,4.0,155.0
28.0,3.0,48.0,44.0,11.0,31.0,5.0,139.0
28.0,4.0,64.0,6.0,24.0,42.0,1.0,137.0
28.0,5.0,64.0,29.0,15.0,25.0,3.0,136.0
28.0,6.0,50.0,22.0,32.0,25.0,4.0,133.0
28.0,7.0,67.0,55.0,7.0,32.0,4.0,165.0
28.0,8.0,50.0,1.0,13.0,27.0,0.0,91.0
28.0,9.0,77.0,55.0,13.0,25.0,9.0,179.0
28.0,10.0,92.0,12.0,41.0,52.0,1.0,198.0
28.0,11.0,84.0,28.0,36.0,102.0,6.0,256.0
28.0,12.0,77.0,50.0,8.0,35.0,14.0,184.0
28.0,13.0,82.0,81.0,2.0,19.0,14.0,198.0
28.0,14.0,81.0,65.0,7.0,30.0,9.0,192.0
28.0,15.0,44.0,26.0,0.0,8.0,6.0,84.0
28.0,16.0,52.0,28.0,7.0,14.0,2.0,103.0
28.0,17.0,49.0,66.0,4.0,26.0,4.0,149.0
28.0,18.0,75.0,41.0,18.0,26.0,4.0,164.0
28.0,19.0,45.0,10.0,27.0,78.0,0.0,160.0
28.0,20.0,68.0,65.0,7.0,31.0,7.0,178.0
28.0,21.0,60.0,54.0,7.0,16.0,15.0,152.0
28.0,22.0,54.0,41.0,11.0,33.0,12.0,151.0
28.0,23.0,77.0,68.0,9.0,36.0,9.0,199.0
28.0,24.0,56.0,45.0,2.0,27.0,9.0,139.0
28.0,25.0,70.0,62.0,11.0,66.0,21.0,230.0
28.0,26.0,75.0,64.0,6.0,26.0,11.0,182.0
28.0,27.0,79.0,7.0,22.0,62.0,2.0,172.0
28.0,28.0,104.0,4.0,42.0,48.0,6.0,204.0
28.0,29.0,26.0,31.0,9.0,11.0,2.0,79.0
28.0,30.0,14.0,12.0,5.0,6.0,1.0,38.0
28.0,31.0,106.0,81.0,19.0,44.0,14.0,264.0
28.0,32.0,75.0,51.0,7.0,25.0,10.0,168.0
28.0,33.0,77.0,68.0,4.0,42.0,11.0,202.0
28.0,34.0,97.0,71.0,11.0,61.0,12.0,252.0
28.0,35.0,54.0,82.0,23.0,34.0,8.0,201.0
28.0,36.0,56.0,23.0,5.0,33.0,9.0,126.0
28.0,37.0,90.0,70.0,14.0,46.0,4.0,224.0
28.0,38.0,49.0,27.0,2.0,25.0,4.0,107.0
28.0,39.0,49.0,49.0,3.0,18.0,3.0,122.0
28.0,40.0,99.0,54.0,6.0,37.0,10.0,206.0
28.0,41.0,56.0,37.0,3.0,38.0,5.0,139.0
28.0,42.0,56.0,70.0,5.0,35.0,13.0,179.0
28.0,43.0,80.0,75.0,10.0,27.0,14.0,206.0
28.0,44.0,54.0,48.0,7.0,23.0,3.0,135.0
28.0,45.0,59.0,7.0,11.0,38.0,2.0,117.0
28.0,46.0,89.0,16.0,51.0,114.0,6.0,276.0
29.0,1.0,142.0,22.0,36.0,138.0,4.0,342.0
29.0,2.0,160.0,94.0,14.0,69.0,29.0,366.0
29.0,3.0,121.0,79.0,8.0,45.0,13.0,266.0
29.0,4.0,112.0,78.0,10.0,52.0,19.0,271.0
29.0,5.0,84.0,66.0,4.0,47.0,16.0,217.0
29.0,6.0,73.0,50.0,4.0,46.0,5.0,178.0
29.0,7.0,109.0,39.0,20.0,72.0,8.0,248.0
29.0,8.0,50.0,48.0,7.0,22.0,8.0,135.0
29.0,9.0,140.0,26.0,35.0,132.0,12.0,345.0
29.0,10.0,166.0,42.0,37.0,125.0,9.0,379.0
29.0,11.0,66.0,34.0,7.0,26.0,5.0,138.0
29.0,12.0,120.0,64.0,14.0,69.0,16.0,283.0
29.0,13.0,107.0,76.0,9.0,43.0,6.0,241.0
29.0,14.0,93.0,88.0,15.0,44.0,22.0,262.0
29.0,15.0,120.0,63.0,16.0,58.0,32.0,289.0
29.0,16.0,109.0,73.0,12.0,71.0,10.0,275.0
29.0,17.0,94.0,53.0,9.0,34.0,10.0,200.0
29.0,18.0,106.0,55.0,4.0,47.0,11.0,223.0
29.0,19.0,105.0,69.0,14.0,48.0,13.0,249.0
29.0,20.0,143.0,96.0,19.0,45.0,18.0,321.0
29.0,21.0,110.0,67.0,12.0,40.0,10.0,239.0
29.0,22.0,62.0,37.0,17.0,59.0,9.0,184.0
29.0,23.0,106.0,21.0,28.0,98.0,4.0,257.0
29.0,24.0,90.0,52.0,10.0,34.0,17.0,203.0
29.0,25.0,126.0,77.0,19.0,48.0,9.0,279.0
29.0,26.0,109.0,57.0,13.0,67.0,19.0,265.0
29.0,27.0,92.0,63.0,12.0,51.0,18.0,236.0
29.0,28.0,118.0,105.0,9.0,61.0,10.0,303.0
29.0,29.0,109.0,6.0,24.0,84.0,0.0,223.0
29.0,30.0,159.0,40.0,19.0,112.0,5.0,335.0
29.0,31.0,106.0,4.0,38.0,67.0,3.0,218.0
29.0,32.0,85.0,3.0,32.0,84.0,4.0,208.0
29.0,33.0,107.0,65.0,7.0,44.0,9.0,232.0
29.0,34.0,66.0,27.0,15.0,48.0,6.0,162.0
29.0,35.0,70.0,50.0,10.0,37.0,9.0,176.0
29.0,36.0,103.0,62.0,11.0,38.0,14.0,228.0
29.0,37.0,78.0,79.0,8.0,43.0,17.0,225.0
29.0,38.0,75.0,7.0,32.0,75.0,6.0,195.0
29.0,39.0,76.0,7.0,26.0,77.0,5.0,191.0
29.0,40.0,119.0,89.0,16.0,54.0,13.0,291.0
29.0,41.0,92.0,65.0,21.0,46.0,11.0,235.0
29.0,42.0,97.0,89.0,10.0,42.0,10.0,248.0
29.0,43.0,125.0,37.0,28.0,116.0,11.0,317.0
29.0,44.0,109.0,96.0,5.0,61.0,20.0,291.0
30.0,1.0,71.0,4.0,24.0,88.0,3.0,190.0
30.0,2.0,105.0,4.0,12.0,93.0,0.0,214.0
30.0,3.0,59.0,2.0,11.0,78.0,1.0,151.0
30.0,4.0,76.0,4.0,29.0,69.0,2.0,180.0
30.0,5.0,42.0,5.0,10.0,61.0,2.0,120.0
30.0,6.0,87.0,7.0,6.0,56.0,1.0,157.0
30.0,7.0,73.0,5.0,7.0,106.0,2.0,193.0
30.0,8.0,78.0,5.0,13.0,99.0,0.0,195.0
30.0,9.0,60.0,10.0,16.0,63.0,5.0,154.0
30.0,10.0,88.0,4.0,15.0,82.0,2.0,191.0
30.0,11.0,45.0,7.0,5.0,83.0,2.0,142.0
30.0,12.0,61.0,5.0,15.0,69.0,2.0,152.0
30.0,13.0,71.0,2.0,12.0,67.0,0.0,152.0
30.0,14.0,46.0,7.0,3.0,50.0,1.0,107.0
30.0,15.0,108.0,8.0,24.0,84.0,1.0,225.0
30.0,16.0,30.0,7.0,7.0,41.0,0.0,85.0
30.0,17.0,80.0,5.0,29.0,81.0,2.0,197.0
30.0,18.0,44.0,5.0,12.0,111.0,0.0,172.0
30.0,19.0,38.0,0.0,8.0,99.0,1.0,146.0
30.0,20.0,71.0,5.0,9.0,120.0,0.0,205.0
30.0,21.0,68.0,6.0,16.0,85.0,2.0,177.0
30.0,22.0,57.0,5.0,15.0,108.0,3.0,188.0
30.0,23.0,54.0,9.0,9.0,76.0,1.0,149.0
30.0,24.0,52.0,8.0,9.0,97.0,2.0,168.0
30.0,25.0,78.0,4.0,12.0,100.0,5.0,199.0
30.0,26.0,51.0,3.0,9.0,44.0,0.0,107.0
30.0,27.0,50.0,2.0,14.0,44.0,2.0,112.0
30.0,28.0,92.0,2.0,9.0,98.0,2.0,203.0
30.0,29.0,32.0,1.0,3.0,52.0,0.0,88.0
30.0,30.0,25.0,0.0,4.0,32.0,0.0,61.0
30.0,31.0,54.0,4.0,8.0,67.0,3.0,136.0
30.0,32.0,52.0,2.0,15.0,63.0,2.0,134.0
31.0,1.0,52.0,3.0,5.0,86.0,1.0,147.0
31.0,2.0,58.0,2.0,6.0,67.0,0.0,133.0
31.0,3.0,71.0,1.0,10.0,63.0,1.0,146.0
31.0,4.0,56.0,2.0,1.0,106.0,4.0,169.0
31.0,5.0,69.0,5.0,4.0,81.0,0.0,159.0
31.0,6.0,73.0,3.0,7.0,66.0,1.0,150.0
31.0,7.0,45.0,1.0,3.0,86.0,2.0,137.0
31.0,8.0,49.0,4.0,6.0,41.0,0.0,100.0
31.0,9.0,68.0,3.0,7.0,54.0,2.0,134.0
31.0,10.0,58.0,3.0,8.0,53.0,1.0,123.0
31.0,11.0,50.0,4.0,4.0,52.0,0.0,110.0
31.0,12.0,61.0,2.0,6.0,57.0,0.0,126.0
31.0,13.0,47.0,3.0,6.0,83.0,2.0,141.0
31.0,14.0,63.0,7.0,11.0,45.0,1.0,127.0
31.0,15.0,43.0,6.0,11.0,64.0,0.0,124.0
31.0,16.0,38.0,2.0,8.0,144.0,3.0,195.0
31.0,17.0,64.0,6.0,17.0,74.0,1.0,162.0
31.0,18.0,69.0,4.0,4.0,77.0,2.0,156.0
31.0,19.0,58.0,3.0,8.0,60.0,0.0,129.0
31.0,20.0,64.0,6.0,5.0,55.0,3.0,133.0
31.0,21.0,57.0,2.0,8.0,68.0,3.0,138.0
31.0,22.0,34.0,1.0,3.0,87.0,0.0,125.0
31.0,23.0,51.0,5.0,6.0,70.0,1.0,133.0
31.0,24.0,80.0,4.0,8.0,95.0,1.0,188.0
31.0,25.0,45.0,3.0,8.0,59.0,2.0,117.0
31.0,26.0,79.0,4.0,4.0,83.0,3.0,173.0
31.0,27.0,68.0,2.0,4.0,89.0,2.0,165.0
31.0,28.0,50.0,3.0,6.0,56.0,1.0,116.0
31.0,29.0,98.0,9.0,6.0,76.0,3.0,192.0
31.0,30.0,43.0,1.0,0.0,46.0,3.0,93.0
31.0,31.0,52.0,5.0,13.0,78.0,0.0,148.0
31.0,32.0,44.0,2.0,8.0,70.0,0.0,124.0
31.0,33.0,46.0,2.0,12.0,72.0,0.0,132.0
31.0,34.0,56.0,10.0,11.0,57.0,0.0,134.0
31.0,35.0,69.0,2.0,10.0,90.0,1.0,172.0
31.0,36.0,73.0,2.0,17.0,81.0,1.0,174.0
31.0,37.0,63.0,3.0,6.0,62.0,2.0,136.0
31.0,38.0,55.0,3.0,2.0,67.0,0.0,127.0
31.0,39.0,32.0,3.0,6.0,100.0,1.0,142.0
31.0,40.0,48.0,3.0,12.0,79.0,4.0,146.0
31.0,41.0,50.0,1.0,0.0,72.0,1.0,124.0
32.0,1.0,96.0,4.0,15.0,64.0,2.0,181.0
32.0,2.0,91.0,3.0,18.0,53.0,2.0,167.0
32.0,3.0,91.0,6.0,22.0,160.0,2.0,281.0
32.0,4.0,112.0,5.0,31.0,62.0,1.0,211.0
32.0,5.0,106.0,0.0,31.0,71.0,2.0,210.0
